visit_id,cookie_id,page_id,event_type,sequence_number,event_time
3f50b8,390597,2,4,2,2020-02-25 02:57:38.447099 UTC
893f80,7a614f,2,4,2,2020-01-24 21:06:32.169319 UTC
e818ff,63923f,2,4,2,2020-01-02 09:16:35.320183 UTC
a171f1,07cdfd,2,4,2,2020-02-07 17:50:16.356879 UTC
78519f,d39577,2,4,2,2020-02-20 21:45:55.613087 UTC
e7d8d9,92c8c9,2,4,2,2020-02-27 13:38:28.334417 UTC
0ea1a9,e3796a,2,4,2,2020-01-23 20:16:40.852452 UTC
2341fd,6a9aed,2,4,2,2020-02-13 11:28:53.632539 UTC
98f36a,0f49c8,2,4,2,2020-02-04 01:36:07.879854 UTC
695ac5,918317,2,4,2,2020-01-20 17:11:04.150155 UTC
ba77e1,48aedb,2,4,2,2020-01-11 11:25:19.404614 UTC
a2e739,f90f2a,2,4,2,2020-01-19 19:40:35.091171 UTC
4cdbdc,170000,2,4,2,2020-02-25 10:04:26.111932 UTC
b169e5,53c3bc,2,4,2,2020-01-09 00:24:41.639747 UTC
a18d68,d296c1,2,4,2,2020-01-31 00:07:02.918164 UTC
52db75,26e359,2,4,2,2020-01-27 17:23:40.920491 UTC
c4c77b,ef0d39,2,4,2,2020-01-08 09:49:11.628542 UTC
aaa52c,496e05,2,4,2,2020-01-16 09:39:45.473434 UTC
a8803d,b2eb73,2,4,2,2020-02-25 23:54:21.624781 UTC
47be23,8e98d8,2,4,2,2020-02-29 00:35:08.708819 UTC
aef1fa,eddea8,2,4,2,2020-02-19 11:30:35.132113 UTC
9817f6,9dfcd5,2,4,2,2020-02-20 12:59:57.899531 UTC
0a702d,158f30,2,4,2,2020-02-15 18:38:23.494967 UTC
58e1da,ad13a2,2,4,2,2020-01-15 12:06:49.296501 UTC
2326d6,3fe94a,2,4,2,2020-01-10 22:50:51.020489 UTC
42705b,5b8add,2,4,2,2020-01-25 01:44:15.015611 UTC
c74d05,432aca,2,4,2,2020-02-12 19:57:02.162610 UTC
d7af42,5737c6,2,4,2,2020-02-27 13:16:31.982857 UTC
2836ff,bc6dc4,2,4,2,2020-01-15 17:44:37.722736 UTC
9df118,89f0fd,2,4,2,2020-01-29 20:07:12.778085 UTC
64bd02,b83aac,2,4,2,2020-02-07 21:16:49.175156 UTC
68949a,cd0069,2,4,2,2020-02-08 19:37:26.629879 UTC
9e00a6,2f2b26,2,4,2,2020-01-09 05:41:24.146679 UTC
c333e1,685545,2,4,2,2020-02-12 10:59:33.538374 UTC
ffa00b,357a6f,2,4,2,2020-02-04 15:31:17.690118 UTC
80f011,819f46,2,4,2,2020-01-03 10:06:59.808470 UTC
4b4ac3,040259,2,4,2,2020-02-18 23:35:45.303379 UTC
d356b2,40008b,2,4,2,2020-01-25 22:19:11.910917 UTC
e27a14,d81f9c,2,4,2,2020-01-08 09:07:30.819245 UTC
7ad181,13f989,2,4,2,2020-01-08 14:29:09.046156 UTC
fb1eb1,c5ff25,2,4,2,2020-01-22 07:56:05.360286 UTC
5a6a30,0bb4ae,2,4,2,2020-01-11 08:22:27.116018 UTC
5fdda9,efe937,2,4,2,2020-02-18 23:04:13.449455 UTC
91d9d4,138bb0,2,4,2,2020-02-17 18:13:30.735850 UTC
7b9b2a,fb7b9f,2,4,2,2020-01-30 15:29:00.374483 UTC
2c27ad,52720e,2,4,2,2020-01-26 20:04:58.848995 UTC
12e8d4,004114,2,4,2,2020-02-12 04:29:42.414762 UTC
e2b827,cf004f,2,4,2,2020-01-17 06:23:03.028582 UTC
ba77c2,0c74b7,2,4,2,2020-02-12 17:14:04.971828 UTC
339930,d709f3,2,4,2,2020-02-26 06:47:57.266234 UTC
e404f4,24b16f,2,4,2,2020-02-15 03:57:19.200613 UTC
aee999,ad972f,2,4,2,2020-02-16 21:23:49.065966 UTC
87aff2,8bf121,2,4,2,2020-01-25 02:23:50.276900 UTC
02e178,a02ffd,2,4,2,2020-01-01 14:42:52.977072 UTC
d1d674,4f6ffe,2,4,2,2020-01-19 16:54:16.545260 UTC
560822,8efb10,2,4,2,2020-01-18 23:44:32.119219 UTC
103caa,d9fc5b,2,4,2,2020-01-17 01:08:33.235049 UTC
97ba57,c86a7e,2,4,2,2020-01-02 10:57:10.918920 UTC
5f6871,a01a03,2,4,2,2020-01-28 06:08:59.885513 UTC
53166f,f73b76,2,4,2,2020-01-07 11:15:50.437323 UTC
a44a39,154384,2,4,2,2020-02-18 09:25:37.180841 UTC
58fd6c,e46de7,2,4,2,2020-02-25 19:23:33.155408 UTC
fdacef,352fe2,2,4,2,2020-02-08 10:58:13.829333 UTC
f6c680,18d804,2,4,2,2020-02-24 17:50:03.867450 UTC
30ba8b,816b11,2,4,2,2020-01-02 10:18:09.857794 UTC
895e84,69cb3e,2,4,2,2020-01-09 23:58:08.794239 UTC
9128c3,bbcbff,2,4,2,2020-01-06 13:18:10.812526 UTC
f28112,8cb22b,2,4,2,2020-02-02 06:35:41.214465 UTC
331b7d,f4f6dc,2,4,2,2020-01-17 03:47:09.308482 UTC
2e1962,a96b65,2,4,2,2020-02-27 07:39:57.153897 UTC
7da561,66808e,2,4,2,2020-02-29 01:08:54.764241 UTC
7ada08,42e7aa,2,4,2,2020-02-14 08:38:44.084726 UTC
b20a3c,8fe009,2,4,2,2020-02-24 00:59:35.549217 UTC
006a61,b6f047,2,4,2,2020-01-25 20:54:24.994798 UTC
06b4ae,e0c641,2,4,2,2020-01-14 14:04:18.453745 UTC
057bcb,f85454,2,4,2,2020-02-22 19:46:58.740930 UTC
2b7137,faa9af,2,4,2,2020-02-29 05:52:55.970283 UTC
dc3174,189977,2,4,2,2020-02-16 13:17:46.293567 UTC
6d5719,75fc09,2,4,2,2020-01-21 13:31:14.214183 UTC
c80d70,f74909,2,4,2,2020-01-06 16:33:37.794043 UTC
8f8764,663682,2,4,2,2020-01-15 18:56:31.873558 UTC
a64ee2,248e84,2,4,2,2020-01-07 17:15:44.674734 UTC
d31279,a49e94,2,4,2,2020-01-31 16:33:40.841708 UTC
007330,2421fc,2,4,2,2020-01-07 22:30:49.760431 UTC
ae3dcd,fccb60,2,4,2,2020-02-26 07:08:04.039252 UTC
602b24,1651cf,2,4,2,2020-01-08 03:52:11.760262 UTC
b0d17c,a8abb4,2,4,2,2020-02-14 08:17:22.956540 UTC
cd2f91,550a14,2,4,2,2020-01-07 12:53:20.008908 UTC
d8d9e8,9b70e8,2,4,2,2020-01-25 12:06:56.450899 UTC
aa4049,d61e4b,2,4,2,2020-01-18 03:36:06.441539 UTC
7bdc1a,941e1a,2,4,2,2020-01-29 00:56:44.283035 UTC
ff6dc4,e44fea,2,4,2,2020-02-05 23:22:04.534500 UTC
b0e5ec,821fa7,2,4,2,2020-01-31 07:03:37.461748 UTC
9dc226,42998c,2,4,2,2020-01-18 02:41:17.272390 UTC
0b8b51,428fca,2,4,2,2020-01-23 17:36:22.481784 UTC
cd43f0,f1b6f2,2,4,2,2020-01-08 23:08:41.397939 UTC
55c678,68ce19,2,4,2,2020-01-09 12:20:12.366003 UTC
b259ca,ab817c,2,4,2,2020-02-28 13:31:38.030662 UTC
36bfb3,877a9b,2,4,2,2020-02-09 03:07:10.547328 UTC
58fe5d,263373,2,4,2,2020-01-20 16:28:57.069815 UTC
4ba519,ef575e,2,4,2,2020-02-07 02:54:32.543478 UTC
fdd8d4,25ddc0,2,4,2,2020-01-27 19:49:32.359111 UTC
bb766c,598b3e,2,4,2,2020-01-13 12:05:08.937252 UTC
5f6da6,6ea2ef,2,4,2,2020-02-26 09:47:58.370128 UTC
27385c,f770b6,2,4,2,2020-01-22 09:02:50.900036 UTC
495245,eba0dc,2,4,2,2020-01-15 02:59:41.538461 UTC
fcd4ce,a516a8,2,4,2,2020-01-19 05:34:47.606362 UTC
64ce77,c3c59e,2,4,2,2020-02-11 01:01:37.482202 UTC
0299dd,854d9f,2,4,2,2020-01-22 06:29:30.222152 UTC
d861bd,c41000,2,4,2,2020-01-21 20:03:02.397007 UTC
0443b5,55a7cf,2,4,2,2020-02-27 01:34:16.007206 UTC
cfc6c4,b534ba,2,4,2,2020-01-28 18:24:20.314652 UTC
7d2e7e,7380ad,2,4,2,2020-02-17 00:48:50.599837 UTC
13668d,cee631,2,4,2,2020-02-28 02:16:28.458397 UTC
20c4dc,a446d3,2,4,2,2020-02-15 19:25:32.283286 UTC
eb47a9,3739cc,2,4,2,2020-03-13 00:03:38.662080 UTC
c28bd9,70dcc8,2,4,2,2020-02-16 19:09:58.810209 UTC
e54bc9,f7d90a,2,4,2,2020-02-04 10:51:34.302479 UTC
ccd15e,1306da,2,4,2,2020-03-18 18:38:58.610403 UTC
5d406b,082681,2,4,2,2020-02-21 03:48:59.230293 UTC
0f87af,c48562,2,4,2,2020-01-23 11:59:20.667951 UTC
46b475,957dc0,2,4,2,2020-02-17 02:33:27.357229 UTC
8250a8,618bb1,2,4,2,2020-02-11 22:14:12.367527 UTC
4e0135,e9d012,2,4,2,2020-02-22 02:00:40.297116 UTC
ced014,a48731,2,4,2,2020-03-12 16:55:03.241511 UTC
cf8981,2ec3a8,2,4,2,2020-02-28 05:10:33.467452 UTC
9de746,51556b,2,4,2,2020-03-25 11:03:36.164068 UTC
a42069,0f7a74,2,4,2,2020-03-13 17:16:48.108518 UTC
9fc7bd,f0d927,2,4,2,2020-02-17 18:54:01.723456 UTC
835f28,6ef636,2,4,2,2020-02-16 17:46:43.242082 UTC
44b728,c02ce6,2,4,2,2020-01-30 17:00:25.429276 UTC
6ba391,37c844,2,4,2,2020-01-30 08:36:46.461556 UTC
6c8214,74e816,2,4,2,2020-03-13 14:09:23.527989 UTC
878f47,c51cb1,2,4,2,2020-02-29 02:27:34.812044 UTC
1f0c32,f01ba8,2,4,2,2020-03-14 05:56:58.488150 UTC
24f0ed,515ef6,2,4,2,2020-01-30 12:50:29.565257 UTC
d00183,fa8325,2,4,2,2020-03-02 10:07:16.014087 UTC
0986f3,b49d81,2,4,2,2020-01-24 02:31:28.621960 UTC
716f53,4b2c4e,2,4,2,2020-01-18 12:39:38.174656 UTC
29e8d6,f2dca6,2,4,2,2020-02-18 05:58:29.662306 UTC
e0aafa,15e850,2,4,2,2020-01-26 23:14:38.052776 UTC
46e157,81c3a3,2,4,2,2020-02-10 03:26:38.184536 UTC
2ae01a,aad28d,2,4,2,2020-02-23 22:02:16.357841 UTC
f87aaf,fc9a65,2,4,2,2020-01-23 20:10:33.530871 UTC
e21a44,3116b3,2,4,2,2020-02-29 01:03:29.850720 UTC
c09464,512d3f,2,4,2,2020-02-18 04:35:31.269252 UTC
738b38,3020df,2,4,2,2020-03-14 11:12:51.497594 UTC
273f4a,9286bc,2,4,2,2020-01-20 00:37:45.548825 UTC
86313a,8884d5,2,4,2,2020-01-09 21:41:14.999546 UTC
7839e9,358e24,2,4,2,2020-02-26 21:11:54.640648 UTC
cdd438,4d2600,2,4,2,2020-01-28 04:56:45.630759 UTC
284efa,7af144,2,4,2,2020-03-23 14:06:55.303526 UTC
5bcd97,e3dfcf,2,4,2,2020-01-10 06:20:18.078693 UTC
5b0b5c,0ed373,2,4,2,2020-01-05 23:13:59.636381 UTC
d980b7,774295,2,4,2,2020-02-24 14:13:43.189267 UTC
ed9843,1a8379,2,4,2,2020-01-24 18:28:45.083795 UTC
03fa1b,7f747b,2,4,2,2020-01-30 12:27:51.458039 UTC
ffbca2,7e7a2b,2,4,2,2020-03-24 03:32:56.634242 UTC
bb939e,0d4a40,2,4,2,2020-02-12 07:16:10.647243 UTC
23033e,55de18,2,4,2,2020-02-21 08:33:05.036684 UTC
5448fb,ffc357,2,4,2,2020-02-27 12:40:03.620513 UTC
d85126,93000f,2,4,2,2020-03-06 08:32:48.279273 UTC
e8ef40,4a0fa3,2,4,2,2020-02-09 07:09:14.996924 UTC
21f528,192a3f,2,4,2,2020-02-13 00:27:02.927952 UTC
62089d,d6e45f,2,4,2,2020-03-11 08:19:02.520344 UTC
462645,7c7bc8,2,4,2,2020-02-14 08:12:10.247503 UTC
e943c5,457262,2,4,2,2020-03-07 00:59:16.692607 UTC
d30c02,f7d4ae,2,4,2,2020-02-20 14:50:27.474109 UTC
10c8a7,b18565,2,4,2,2020-02-08 00:08:22.423675 UTC
8dd1a2,cf60cd,2,4,2,2020-02-09 02:37:14.497736 UTC
467a1e,4208ef,2,4,2,2020-02-11 19:16:54.413669 UTC
967a41,991739,2,4,2,2020-02-17 08:50:07.951340 UTC
733ded,7539c8,2,4,2,2020-01-08 08:26:08.857962 UTC
082f64,6b4b9d,2,4,2,2020-01-28 00:21:53.427699 UTC
5b3692,da562b,2,4,2,2020-03-07 11:35:02.860140 UTC
eb0163,c402d4,2,4,2,2020-02-21 15:05:25.895340 UTC
4e2ff7,1048db,2,4,2,2020-02-24 22:55:59.904625 UTC
ca5e8b,047aa5,2,4,2,2020-02-04 01:36:38.974577 UTC
88d2e9,257302,2,4,2,2020-02-02 07:20:44.751269 UTC
d65d60,2e258a,2,4,2,2020-02-16 08:49:16.207560 UTC
f625bd,13f75e,2,4,2,2020-02-14 12:40:43.078094 UTC
cd2abe,554588,2,4,2,2020-02-25 02:18:19.828063 UTC
c67a11,212611,2,4,2,2020-03-19 22:35:47.826698 UTC
553f2a,8278f2,2,4,2,2020-02-03 11:35:48.562584 UTC
bcfbb8,3e410c,2,4,2,2020-02-24 17:37:24.832216 UTC
ae5ef0,855694,2,4,2,2020-02-07 11:36:17.962174 UTC
4d2e8d,d45b22,2,4,2,2020-03-03 17:33:13.734413 UTC
37565b,e63d48,2,4,2,2020-02-17 03:33:22.897755 UTC
2ca5e5,17429f,2,4,2,2020-03-08 11:32:47.635830 UTC
dc2cc8,e2f878,2,4,2,2020-02-03 15:38:47.872215 UTC
eb86df,32851d,2,4,2,2020-02-08 06:08:42.624616 UTC
8be702,9fdf0a,2,4,2,2020-01-14 02:58:24.949039 UTC
c68188,c2b807,2,4,2,2020-02-23 16:55:52.300854 UTC
c9ec8c,0cb7dd,2,4,2,2020-01-10 07:46:50.433057 UTC
9105f5,e4f33c,2,4,2,2020-03-19 08:45:49.798669 UTC
b5dd62,75260d,2,4,2,2020-02-17 10:35:47.313254 UTC
969ecc,5c29e3,2,4,2,2020-02-19 19:57:43.169854 UTC
a0aeb0,a6d0e5,2,4,2,2020-01-26 19:55:17.673945 UTC
d6192c,2b322c,2,4,2,2020-03-10 11:55:30.767173 UTC
a1277e,553f86,2,4,2,2020-01-19 22:06:50.732736 UTC
006f7f,d46a1c,2,4,2,2020-02-23 01:36:51.856614 UTC
c6df94,a30061,2,4,2,2020-03-21 07:55:31.040962 UTC
0ffe3b,714e75,2,4,2,2020-01-12 02:23:20.785576 UTC
255e2b,36a581,2,4,2,2020-02-02 17:09:30.751659 UTC
3a8c22,d56bc0,2,4,2,2020-02-10 19:19:25.492988 UTC
854806,4d2bf5,2,4,2,2020-02-12 07:16:44.112988 UTC
43f7fe,8a6970,2,4,2,2020-03-17 02:30:26.556902 UTC
dd170d,80294f,2,4,2,2020-01-14 11:00:29.150852 UTC
1a1f2d,1ee2fe,2,4,2,2020-03-23 01:31:13.990315 UTC
3be684,9c5a5e,2,4,2,2020-03-07 20:30:30.134524 UTC
6c922b,e8aeff,2,4,2,2020-03-07 14:51:52.754334 UTC
0d4268,067d4b,2,4,2,2020-02-14 18:59:54.143580 UTC
662960,73fc72,2,4,2,2020-02-03 20:15:58.163963 UTC
a2ef6e,f752fb,2,4,2,2020-02-08 22:06:02.253917 UTC
606354,3d502b,2,4,2,2020-03-16 06:26:35.529880 UTC
9bba3e,0aedd9,2,4,2,2020-03-05 01:21:01.856835 UTC
59ef6f,f404ac,2,4,2,2020-02-28 08:23:19.419504 UTC
651b36,8fbd57,2,4,2,2020-02-19 11:21:14.010570 UTC
eba54d,749717,2,4,2,2020-02-04 18:13:23.585236 UTC
59cdd5,74119e,2,4,2,2020-02-03 03:06:51.448308 UTC
e4dd5e,24f5a5,2,4,2,2020-02-15 13:27:25.489785 UTC
148623,f21200,2,4,2,2020-01-19 02:16:42.834747 UTC
a8d3d8,ecaa5f,2,4,2,2020-03-04 14:16:19.937331 UTC
0ad6c3,fb0702,2,4,2,2020-01-27 09:03:25.114529 UTC
65fa62,0eecbb,2,4,2,2020-02-28 08:43:12.131104 UTC
d08a19,6ef7b8,2,4,2,2020-02-04 12:31:59.682025 UTC
83d5ee,e34a77,2,4,2,2020-01-27 10:00:15.643024 UTC
48fc2f,8a1587,2,4,2,2020-01-25 00:25:01.784712 UTC
7ebe6e,69930a,2,4,2,2020-02-07 11:11:19.956674 UTC
24917c,74c435,2,4,2,2020-01-25 02:27:28.268197 UTC
f124b9,f61748,2,4,2,2020-02-27 05:12:12.000453 UTC
76f207,113d03,2,4,2,2020-03-20 15:50:50.374441 UTC
86d893,2bb4ed,2,4,2,2020-03-13 00:58:39.012742 UTC
845499,00dc3a,2,4,2,2020-02-20 20:57:24.660374 UTC
a328b4,dc7fd6,2,4,2,2020-04-13 12:04:25.717435 UTC
13aef7,329df4,2,4,2,2020-02-14 05:43:14.602808 UTC
e2b889,c73987,2,4,2,2020-01-21 03:44:42.635860 UTC
dd7008,947179,2,4,2,2020-01-15 16:03:06.728038 UTC
c5923e,2b4063,2,4,2,2020-02-05 02:31:30.057606 UTC
d4c0cb,904cee,2,4,2,2020-03-17 11:00:42.058570 UTC
443fc8,ad1f2c,2,4,2,2020-02-25 14:27:09.393807 UTC
504f3c,4c40e8,2,4,2,2020-02-22 23:21:44.788533 UTC
9fd196,ccf057,2,4,2,2020-02-14 08:28:05.350999 UTC
12c0d3,a2d56c,2,4,2,2020-02-21 05:07:55.289851 UTC
c44914,fdf68a,2,4,2,2020-02-03 07:09:19.829040 UTC
fd1396,188a1c,2,4,2,2020-03-20 21:59:46.798443 UTC
3eb612,18f57c,2,4,2,2020-02-26 10:01:27.215481 UTC
a14f3b,172c5b,2,4,2,2020-02-26 13:37:37.366544 UTC
0748c6,dce1d6,2,4,2,2020-02-22 05:37:49.457822 UTC
434240,251cb7,2,4,2,2020-01-29 22:27:51.049679 UTC
3b5871,3221a7,2,4,2,2020-01-18 10:16:53.042622 UTC
e2b92f,3de596,2,4,2,2020-01-31 21:48:38.290638 UTC
be00b7,d8f836,2,4,2,2020-03-01 10:14:08.104089 UTC
5a1247,4d5962,2,4,2,2020-03-15 08:47:11.237479 UTC
0e31fe,4b9798,2,4,2,2020-04-05 10:35:18.577369 UTC
b8ea95,b51d8c,2,4,2,2020-03-11 14:43:02.166867 UTC
28d409,ee51e7,2,4,2,2020-03-12 00:07:26.083261 UTC
1927e8,a764b9,2,4,2,2020-02-06 06:38:28.947967 UTC
dc5b8f,f18090,2,4,2,2020-02-03 04:35:52.138863 UTC
b792ed,f1e53d,2,4,2,2020-02-24 10:27:10.983741 UTC
23c47b,1f9083,2,4,2,2020-02-19 03:48:39.934263 UTC
a5d675,e07182,2,4,2,2020-01-24 18:30:32.849843 UTC
3c3400,e1890a,2,4,2,2020-03-21 19:19:06.751784 UTC
bdb290,491e89,2,4,2,2020-02-21 00:56:34.490800 UTC
1b012a,ca7bbc,2,4,2,2020-03-25 03:03:37.703198 UTC
a50066,612cc4,2,4,2,2020-02-29 21:18:59.070236 UTC
eb6951,0cba92,2,4,2,2020-02-21 22:18:08.138781 UTC
1b4359,dc7202,2,4,2,2020-01-23 11:45:10.445622 UTC
6e141a,7d2ebf,2,4,2,2020-02-15 21:07:17.221889 UTC
15fd7c,e2f05b,2,4,2,2020-02-27 21:32:12.217494 UTC
5e3926,44f007,2,4,2,2020-02-14 14:32:28.501088 UTC
f69996,85daae,2,4,2,2020-02-23 16:00:14.219216 UTC
bb35d8,776595,2,4,2,2020-02-13 19:34:26.439402 UTC
33f020,4628c7,2,4,2,2020-02-19 06:23:13.923402 UTC
e341c7,658d6c,2,4,2,2020-03-18 00:13:18.226200 UTC
cd5a6c,20ea51,2,4,2,2020-02-25 12:00:00.717218 UTC
4bc4b6,06620e,2,4,2,2020-01-21 17:23:44.321727 UTC
5bae94,b0a0c3,2,4,2,2020-03-22 14:27:07.428702 UTC
dff056,bcf585,2,4,2,2020-01-04 22:06:29.343723 UTC
b250d6,3ba45d,2,4,2,2020-03-14 08:34:11.128593 UTC
2a67c0,ba419e,2,4,2,2020-01-31 03:41:47.336040 UTC
f5a435,2846e0,2,4,2,2020-03-02 07:13:10.371899 UTC
0d0cca,97907c,2,4,2,2020-02-10 08:36:33.569578 UTC
cf26da,b946ee,2,4,2,2020-01-26 16:49:07.839022 UTC
414bd2,dc5df4,2,4,2,2020-02-10 11:09:48.299756 UTC
1d30c0,d6a834,2,4,2,2020-01-06 05:58:15.421474 UTC
4e8005,44ea1f,2,4,2,2020-03-17 11:29:37.929247 UTC
2a0a3c,b708af,2,4,2,2020-03-10 22:52:08.448782 UTC
f3c65a,383ed5,2,4,2,2020-03-11 19:09:38.151917 UTC
c5ddd8,d87c9b,2,4,2,2020-01-14 07:34:08.589678 UTC
2a429e,727d76,2,4,2,2020-02-09 00:46:47.407927 UTC
fc0c38,0644ee,2,4,2,2020-02-29 10:07:09.810932 UTC
d48838,dae6f5,2,4,2,2020-02-10 00:51:16.486241 UTC
4413ba,1a6dda,2,4,2,2020-02-06 22:09:01.482248 UTC
dbdbfd,405f0d,2,4,2,2020-03-24 23:03:56.218528 UTC
9d2066,04a4e0,2,4,2,2020-04-05 20:02:25.422509 UTC
72b16e,478f28,2,4,2,2020-02-06 13:10:31.572028 UTC
bf2763,2637aa,2,4,2,2020-03-01 18:59:48.815284 UTC
381bd8,ae7068,2,4,2,2020-02-19 10:10:40.179163 UTC
3a5279,cd7f02,2,4,2,2020-01-24 21:17:45.222444 UTC
5afff7,0f6c9f,2,4,2,2020-03-06 11:20:35.673905 UTC
7202ab,a82631,2,4,2,2020-01-25 11:51:30.437348 UTC
e922dd,75fc0f,2,4,2,2020-02-16 05:22:54.772088 UTC
e7264d,56669c,2,4,2,2020-03-04 22:14:28.115696 UTC
f7d4dd,e8f584,2,4,2,2020-01-27 21:02:57.799576 UTC
a94ff3,5864bc,2,4,2,2020-01-28 02:21:38.970044 UTC
0b52cf,2e04c6,2,4,2,2020-02-01 04:07:19.045583 UTC
bfc6bd,624702,2,4,2,2020-02-13 09:42:43.666178 UTC
7aca1a,821878,2,4,2,2020-03-05 13:37:28.501419 UTC
a52659,a54d00,2,4,2,2020-02-25 14:19:46.580082 UTC
86b3cd,a44717,2,4,2,2020-03-06 03:34:43.346075 UTC
6b0420,9bb58b,2,4,2,2020-03-03 17:04:01.248844 UTC
3674a1,aef9d8,2,4,2,2020-02-12 11:19:20.051644 UTC
556571,9310d5,2,4,2,2020-02-07 11:17:15.755058 UTC
05c52a,25cf57,2,4,2,2020-02-11 12:30:55.261108 UTC
d8886d,12bf9d,2,4,2,2020-02-10 06:41:07.013801 UTC
f522cc,1e7467,2,4,2,2020-02-13 00:26:19.035126 UTC
359949,9cd08f,2,4,2,2020-02-23 00:57:59.588271 UTC
88b112,5ecca8,2,4,2,2020-02-24 12:36:33.576740 UTC
241054,cd7cfd,2,4,2,2020-02-28 13:19:11.532879 UTC
13d77e,1d1488,2,4,2,2020-02-02 15:29:49.555028 UTC
22b338,35c4ed,2,4,2,2020-02-21 19:39:11.524297 UTC
7efba4,1edc73,2,4,2,2020-03-01 03:48:01.754788 UTC
5ce5c9,92ee89,2,4,2,2020-02-09 13:40:20.417109 UTC
4eb8e1,b355b4,2,4,2,2020-02-27 18:42:45.408148 UTC
e70545,62e9b2,2,4,2,2020-02-18 13:10:01.276286 UTC
748224,cdfa92,2,4,2,2020-02-29 05:49:26.943563 UTC
3300bc,6bec8d,2,4,2,2020-02-16 01:25:08.199410 UTC
30b94d,ac1c29,2,4,2,2020-03-15 13:13:16.852064 UTC
b41d80,c20a23,2,4,2,2020-03-18 17:08:30.860573 UTC
259fb0,13c322,2,4,2,2020-02-27 20:25:08.721129 UTC
1a4799,092d3d,2,4,2,2020-03-18 14:14:57.614728 UTC
53b4e3,faabc8,2,4,2,2020-03-03 15:30:00.584709 UTC
d7c1d2,b2a32c,2,4,2,2020-02-06 17:17:47.833634 UTC
1def56,0feb5d,2,4,2,2020-03-02 05:11:36.143481 UTC
46b17d,78f9b3,2,4,2,2020-02-16 09:39:43.765565 UTC
539126,067a26,2,4,2,2020-03-04 19:29:10.014347 UTC
31f549,7f0355,2,4,2,2020-02-06 03:46:14.174021 UTC
e9166c,5edbd6,2,4,2,2020-02-20 07:32:41.310646 UTC
1b6587,eee875,2,4,2,2020-02-15 21:46:33.135480 UTC
430061,e52fd7,2,4,2,2020-03-02 23:44:40.715787 UTC
3e9252,73b2af,2,4,2,2020-03-03 17:04:53.800068 UTC
ae2479,fe7770,2,4,2,2020-02-15 22:40:17.449950 UTC
a560bd,2447bb,2,4,2,2020-03-31 15:54:55.437155 UTC
b1c22b,53c9e0,2,4,2,2020-03-08 05:00:20.744490 UTC
f795d9,75adb2,2,4,2,2020-02-17 07:06:08.257803 UTC
57971b,dcb6c8,2,4,2,2020-01-13 05:58:45.826059 UTC
d0a4a6,1404fc,2,4,2,2020-02-17 01:21:13.689373 UTC
927989,424281,2,4,2,2020-03-11 02:07:41.228443 UTC
ccd1f7,fbc378,2,4,2,2020-02-10 10:20:51.484950 UTC
ec0165,7ec919,2,4,2,2020-01-21 19:48:32.525476 UTC
2409ba,a278e0,2,4,2,2020-03-07 23:55:05.517822 UTC
58d7a3,aeb302,2,4,2,2020-02-05 18:21:06.697551 UTC
2ec9d5,de0169,2,4,2,2020-02-04 01:09:13.831692 UTC
f0362e,9478e3,2,4,2,2020-03-01 15:42:05.458665 UTC
e3cc07,858347,2,4,2,2020-01-27 04:12:09.948177 UTC
9a111f,2c8c4a,2,4,2,2020-02-06 02:21:13.558088 UTC
394b7f,2a6e53,2,4,2,2020-02-19 05:40:54.264718 UTC
2f0c30,3c4d72,2,4,2,2020-01-28 11:46:33.884730 UTC
cca775,130c99,2,4,2,2020-01-29 19:37:57.790741 UTC
e28bb1,9373f5,2,4,2,2020-01-27 14:06:22.705648 UTC
447823,ec9ed1,2,4,2,2020-03-11 14:58:56.061428 UTC
248363,822069,2,4,2,2020-04-03 18:09:36.129737 UTC
3cb7b9,1194cc,2,4,2,2020-02-02 13:23:24.888039 UTC
c7f74c,8f4a6d,2,4,2,2020-04-08 16:19:11.205654 UTC
ae5c94,a96445,2,4,2,2020-01-26 08:57:37.091098 UTC
ef0b79,4330a5,2,4,2,2020-01-27 15:24:47.298035 UTC
e93365,31ed15,2,4,2,2020-03-09 11:48:44.246159 UTC
8b4397,384ea6,2,4,2,2020-02-24 05:18:23.970423 UTC
95fef1,6ec64a,2,4,2,2020-02-04 13:01:33.472312 UTC
7332c9,d0ab67,2,4,2,2020-02-09 07:08:50.132565 UTC
2e80a3,8f1274,2,4,2,2020-02-22 14:56:22.696182 UTC
06cc62,25c0ae,2,4,2,2020-04-09 10:53:12.470281 UTC
8a0a22,7dbef1,2,4,2,2020-01-24 10:44:30.720579 UTC
22b9db,a6aa7d,2,4,2,2020-03-05 23:03:56.958992 UTC
1bbff1,236a79,2,4,2,2020-02-26 16:45:09.990958 UTC
6278f3,f7d953,2,4,2,2020-03-30 13:52:02.204441 UTC
e2fe62,4ecb83,2,4,2,2020-03-02 21:07:01.916852 UTC
41c5c5,e974ed,2,4,2,2020-03-10 05:01:14.509710 UTC
3f79b2,c62e72,2,4,2,2020-02-20 00:52:40.147937 UTC
4fb23b,ade5b6,2,4,2,2020-03-03 17:13:06.849105 UTC
fe36ae,78ce0d,2,4,2,2020-04-28 21:35:13.945014 UTC
43ab00,a3dced,2,4,2,2020-03-15 00:06:09.100894 UTC
0abc25,41004f,2,4,2,2020-04-10 23:18:44.551525 UTC
